1653,ROBLOX,GAME,4.5,4447388
1654,Subway Surfers,GAME,4.5,27722264
1655,Candy Crush Saga,GAME,4.4,22426677
1656,Solitaire,GAME,4.7,254258
1657,Bubble Shooter,GAME,4.5,148897
10792,Soccer Clubs Logo Quiz,GAME,Soccer,21661
10793,Sid Story,GAME,4.4,28510
10803,Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496
10804,Poker Pro.Fr,GAME,4.2,5442
